[Subject]	
[Date]	02/01/2016
[Time]	14:15:07
[Channels]	24
[Rate]	1000.000000
[Type]	Average
[Points]	1101
[Xmin]	-100.00000
[Sweeps]	253
[Accepted]	61
[Rejected]	192
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[      FZ]	[     FC3]	[     FCZ]	[     FC4]	[      C3]	[      CZ]	[      C4]	[     CP3]	[     CPZ]	[     CP4]	[      P3]	[      PZ]	[      P4]	[      Oz]	[     FP1]	[     FP2]	[      A2]	[   P8/T6]	[     TP7]	[     TP8]	[   P7/T5]	[    VEOG]	[    HEOG]	[    Nose]	
[Average Data]
    -0.3495	    -0.4595	    -0.1871	    -0.1238	    -0.0495	     0.7237	    -0.0440	     0.2284	     0.1513	    -0.0385	    -0.2311	    -0.4072	    -0.0853	     0.1128	     0.1073	     0.5476	    -0.2174	     0.2889	    -0.0413	    -0.4210	    -0.0633	    -0.5256	     0.0688	    -0.1376	
    -0.3825	    -0.5008	    -0.2504	    -0.1733	    -0.0798	     0.6631	    -0.0936	     0.2146	     0.0963	    -0.0908	    -0.2724	    -0.4458	    -0.1156	     0.1128	     0.2366	     0.6384	    -0.2201	     0.2917	    -0.0908	    -0.4678	    -0.1018	    -0.6109	     0.0853	    -0.1706	
    -0.4485	    -0.5228	    -0.2999	    -0.2146	    -0.1211	     0.5971	    -0.1431	     0.1926	     0.0248	    -0.1046	    -0.3109	    -0.5256	    -0.1458	     0.1073	     0.3384	     0.6659	    -0.2036	     0.2669	    -0.1816	    -0.5118	    -0.1321	    -0.6824	     0.0743	    -0.1926	
    -0.5035	    -0.5256	    -0.3797	    -0.2476	    -0.1238	     0.5366	    -0.1678	     0.1733	    -0.0248	    -0.1266	    -0.3495	    -0.5558	    -0.1844	     0.1183	     0.4760	     0.7182	    -0.2229	     0.2752	    -0.2119	    -0.5145	    -0.1376	    -0.7622	     0.1073	    -0.1981	
    -0.5256	    -0.5145	    -0.4265	    -0.2697	    -0.1376	     0.4513	    -0.1954	     0.1513	    -0.0881	    -0.1568	    -0.3715	    -0.5998	    -0.2064	     0.1238	     0.5861	     0.7429	    -0.2256	     0.2807	    -0.2779	    -0.5228	    -0.1733	    -0.8640	     0.0908	    -0.2036	
    -0.5586	    -0.4843	    -0.4815	    -0.2917	    -0.1513	     0.3797	    -0.2201	     0.1513	    -0.1541	    -0.1541	    -0.4155	    -0.6164	    -0.1981	     0.1238	     0.6851	     0.7292	    -0.2366	     0.2862	    -0.3054	    -0.5448	    -0.2064	    -0.9438	     0.1238	    -0.1761	
    -0.6081	    -0.4513	    -0.5283	    -0.2862	    -0.1623	     0.2807	    -0.2394	     0.1321	    -0.2009	    -0.1486	    -0.4155	    -0.6109	    -0.2119	     0.1348	     0.7897	     0.7182	    -0.2752	     0.2972	    -0.3522	    -0.5008	    -0.2146	    -1.0401	     0.1486	    -0.1513	
    -0.6356	    -0.4348	    -0.5833	    -0.2642	    -0.1623	     0.1981	    -0.2449	     0.1238	    -0.2642	    -0.1376	    -0.4265	    -0.6411	    -0.2036	     0.1513	     0.8392	     0.6384	    -0.3027	     0.2834	    -0.3577	    -0.4980	    -0.1871	    -1.0979	     0.1403	    -0.1733	
    -0.6246	    -0.3825	    -0.6109	    -0.2531	    -0.1513	     0.1266	    -0.2476	     0.0908	    -0.3219	    -0.1431	    -0.4320	    -0.6411	    -0.2119	     0.1596	     0.8805	     0.5723	    -0.3357	     0.2972	    -0.3962	    -0.5145	    -0.1899	    -1.1722	     0.1651	    -0.1211	
