[Subject]	
[Date]	11/30/2015
[Time]	16:44:52
[Channels]	24
[Rate]	1000.000000
[Type]	Average
[Points]	1101
[Xmin]	-100.00000
[Sweeps]	223
[Accepted]	49
[Rejected]	174
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[      FZ]	[     FC3]	[     FCZ]	[     FC4]	[      C3]	[      CZ]	[      C4]	[     CP3]	[     CPZ]	[     CP4]	[      P3]	[      PZ]	[      P4]	[      OZ]	[     FP1]	[     FP2]	[      A2]	[   P8/T6]	[     TP7]	[     TP8]	[   P7/T5]	[    VEOG]	[    HEOG]	[    Nose]	
[Average Data]
     0.2192	     0.3357	     0.2329	    -0.2809	     0.0308	    -0.3391	    -0.2569	     0.3768	    -0.3151	    -0.0685	     0.4042	     0.2364	     0.2398	    -2.0929	    -0.2261	     0.7673	    -0.5892	     0.0651	     0.5035	    -0.0651	     0.9625	     0.9386	    -9.0603	    -0.6269	
     0.2055	     0.2740	     0.1987	    -0.3151	    -0.0034	    -0.3460	    -0.2809	     0.3597	    -0.3254	    -0.1028	     0.4248	     0.2364	     0.1747	    -2.2197	    -0.2740	     0.8701	    -0.6406	     0.0103	     0.4316	    -0.1267	     0.8803	     1.2126	   -10.8587	    -0.5995	
     0.1747	     0.1953	     0.1781	    -0.3391	    -0.0034	    -0.3254	    -0.2946	     0.3734	    -0.2946	    -0.1370	     0.4830	     0.2672	     0.1713	    -2.4321	    -0.2843	     0.9488	    -0.6954	    -0.0343	     0.4248	    -0.1370	     0.8598	     1.3462	   -11.8109	    -0.5995	
     0.1507	     0.1404	     0.1576	    -0.4111	    -0.0891	    -0.3494	    -0.3357	     0.3939	    -0.2775	    -0.2021	     0.5172	     0.3014	     0.1028	    -2.6307	    -0.3254	     1.0242	    -0.7228	    -0.1302	     0.3939	    -0.1747	     0.8153	     1.3530	   -11.6842	    -0.5823	
     0.1165	     0.0480	     0.0856	    -0.4693	    -0.1267	    -0.3528	    -0.3597	     0.4179	    -0.2809	    -0.2638	     0.5207	     0.2877	     0.0445	    -2.8637	    -0.3528	     1.0516	    -0.7742	    -0.1713	     0.3631	    -0.2090	     0.7639	     1.1201	   -10.2489	    -0.6200	
     0.0754	    -0.0308	     0.0480	    -0.5241	    -0.1644	    -0.3939	    -0.4248	     0.4316	    -0.2672	    -0.3083	     0.5583	     0.3049	     0.0000	    -2.9938	    -0.3871	     1.0687	    -0.8187	    -0.2501	     0.3083	    -0.2398	     0.6954	     0.7604	    -7.6901	    -0.6611	
     0.0548	    -0.0822	     0.0274	    -0.6063	    -0.1850	    -0.3597	    -0.4316	     0.4522	    -0.2638	    -0.3665	     0.5789	     0.2946	    -0.0617	    -3.0555	    -0.4042	     1.1030	    -0.8769	    -0.3014	     0.2843	    -0.2638	     0.6269	     0.2912	    -4.4873	    -0.7159	
     0.0171	    -0.1918	    -0.0343	    -0.6577	    -0.2261	    -0.3905	    -0.5207	     0.4419	    -0.2432	    -0.4008	     0.5823	     0.2980	    -0.0856	    -3.0007	    -0.4419	     1.0722	    -0.9112	    -0.3631	     0.2740	    -0.3186	     0.5789	    -0.0959	    -1.1372	    -0.7810	
    -0.0206	    -0.2501	    -0.0891	    -0.7262	    -0.2535	    -0.4042	    -0.5309	     0.4453	    -0.2740	    -0.4659	     0.5789	     0.2569	    -0.1404	    -2.8774	    -0.4830	     1.0550	    -0.9112	    -0.4179	     0.2192	    -0.3460	     0.4796	    -0.3494	     1.7298	    -0.8632	
    -0.0925	    -0.3083	    -0.1747	    -0.8255	    -0.3117	    -0.4487	    -0.5995	     0.4624	    -0.2706	    -0.5104	     0.5344	     0.2364	    -0.1850	    -2.7232	    -0.5344	     0.9763	    -0.8975	    -0.5207	     0.1815	    -0.3871	     0.4008	    -0.3562	     3.5762	    -0.8769	
    -0.1678	    -0.3665	    -0.2432	    -0.8975	    -0.3425	    -0.4830	    -0.6885	     0.4282	    -0.3117	    -0.5960	     0.5172	     0.1781	    -0.2603	    -2.6033	    -0.6029	     0.8940	    -0.8461	    -0.5720	     0.1130	    -0.4624	     0.3254	    -0.1096	     4.1825	    -0.9180	
    -0.1987	    -0.4282	    -0.2946	    -1.0002	    -0.3665	    -0.4933	    -0.7159	     0.4008	    -0.3117	    -0.6337	     0.4590	     0.1302	    -0.3151	    -2.4834	    -0.6782	     0.8392	    -0.7673	    -0.6234	     0.0925	    -0.4796	     0.2398	     0.3494	     3.7063	    -0.9660	
    -0.2809	    -0.4556	    -0.3871	    -1.0893	    -0.3699	    -0.5481	    -0.8050	     0.3871	    -0.3357	    -0.6645	     0.4419	     0.1130	    -0.3665	    -2.4937	    -0.7673	     0.7193	    -0.6851	    -0.7091	     0.0582	    -0.5686	     0.1987	     0.8529	     2.3875	    -1.0037	
    -0.3220	    -0.4624	    -0.4282	    -1.1407	    -0.3562	    -0.5583	    -0.8084	     0.3528	    -0.3357	    -0.7159	     0.3905	     0.0719	    -0.3802	    -2.6033	    -0.8495	     0.6645	    -0.5858	    -0.7330	     0.0240	    -0.5926	     0.1302	     1.3839	     0.5892	    -0.9865	
    -0.3425	    -0.4624	    -0.4624	    -1.2160	    -0.3494	    -0.5686	    -0.8153	     0.3871	    -0.3597	    -0.7091	     0.3939	     0.0377	    -0.3631	    -2.7506	    -0.9420	     0.5789	    -0.5001	    -0.7262	     0.0480	    -0.6132	     0.0959	     1.7984	    -1.3291	    -0.9625	
    -0.3597	    -0.4419	    -0.4830	    -1.2503	    -0.3117	    -0.5686	    -0.8050	     0.3528	    -0.3323	    -0.6885	     0.3562	     0.0343	    -0.3631	    -2.9322	    -1.0242	     0.5138	    -0.3974	    -0.7159	     0.0480	    -0.6097	     0.0754	     2.1478	    -3.2096	    -0.9591	
    -0.3254	    -0.3802	    -0.4590	    -1.2400	    -0.2227	    -0.5446	    -0.7639	     0.3562	    -0.2775	    -0.6303	     0.3494	     0.0514	    -0.2843	    -3.1343	    -1.1030	     0.4556	    -0.2980	    -0.6611	     0.1028	    -0.5789	     0.1233	     2.4595	    -4.8710	    -0.9214	
    -0.2912	    -0.3254	    -0.4350	    -1.1886	    -0.1541	    -0.5001	    -0.7056	     0.3699	    -0.2398	    -0.5412	     0.3460	     0.0856	    -0.2261	    -3.2953	    -1.1886	     0.3528	    -0.1918	    -0.5515	     0.1370	    -0.5378	     0.1541	     2.7198	    -6.2446	    -0.8872	
