Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	7.228180
1	FC3	8.183866
1	FCZ	9.407109
1	FC4	6.806488
1	C3	9.241221
1	CZ	10.208380
1	C4	7.272299
1	CP3	8.430110
1	CPZ	10.224610
1	CP4	7.580523
1	P3	8.040504
1	PZ	9.404124
1	P4	8.111952
1	Oz	-0.837321
1	FP1	3.012846
1	FP2	3.279283
1	A2	1.662190
1	P8/T6	3.116893
1	TP7	3.769345
1	TP8	1.240638
1	P7/T5	2.962104
1	VEOG	8.340987
1	HEOG	-2.355543
1	Nose	1.792728
1	FZ	2.988872
1	FC3	3.932265
1	FCZ	4.793411
1	FC4	3.266782
1	C3	5.049609
1	CZ	6.164751
1	C4	4.108316
1	CP3	5.020492
1	CPZ	6.269461
1	CP4	4.489036
1	P3	5.486560
1	PZ	5.866129
1	P4	4.837386
1	Oz	-1.013184
1	FP1	1.597470
1	FP2	-0.289016
1	A2	1.998151
1	P8/T6	1.519875
1	TP7	2.285566
1	TP8	-0.145384
1	P7/T5	2.350704
1	VEOG	-0.158091
1	HEOG	-1.607826
1	Nose	0.278711
1	FZ	5.671633
1	FC3	6.115682
1	FCZ	7.810611
1	FC4	5.421097
1	C3	6.952733
1	CZ	8.460412
1	C4	5.910262
1	CP3	6.517034
1	CPZ	8.420846
1	CP4	6.030620
1	P3	6.650438
1	PZ	8.109490
1	P4	6.717425
1	Oz	-1.087967
1	FP1	2.419402
1	FP2	2.194057
1	A2	2.119052
1	P8/T6	2.629282
1	TP7	3.398160
1	TP8	1.082749
1	P7/T5	2.661162
1	VEOG	2.766292
1	HEOG	0.101097
1	Nose	1.757551
1	FZ	4.698935
1	FC3	5.221543
1	FCZ	5.853683
1	FC4	4.324285
1	C3	5.600779
1	CZ	5.619509
1	C4	4.011328
1	CP3	4.754353
1	CPZ	5.212178
1	CP4	3.706240
1	P3	4.644675
1	PZ	4.656261
1	P4	3.965903
1	Oz	-0.828372
1	FP1	2.249879
1	FP2	1.322981
1	A2	1.625656
1	P8/T6	1.312989
1	TP7	2.586876
1	TP8	0.633058
1	P7/T5	1.904531
1	VEOG	3.075596
1	HEOG	-5.596724
1	Nose	2.468075
